,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,geometry,osm_editor_link
14377,323682,BR-0211,small_airport,Caseara Airstrip,-9.302872,-49.946237,,SA,BR,BR-TO,Caseara,no,,,,,,,POINT (-49.946237 -9.302871999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-9.302872/-49.946237
14378,323691,BR-0212,small_airport,Pequizeiro Airstrip,-8.586875,-48.946678,876.0,SA,BR,BR-TO,Pequizeiro,no,,,,,,,POINT (-48.94667799999999 -8.586875),https://www.openstreetmap.org/edit?editor=id#map=18/-8.586875/-48.946678
14379,323692,BR-0213,small_airport,Colméia Airstrip,-8.747707,-48.764792,,SA,BR,BR-TO,Colméia,no,,,,,,,POINT (-48.76479199999999 -8.747707),https://www.openstreetmap.org/edit?editor=id#map=18/-8.747707/-48.764792
14380,323693,BR-0214,small_airport,Itaporã do Tocantins Airstrip,-8.564261,-48.702882,1250.0,SA,BR,BR-TO,Itaporã do Tocantins,no,,,,,,,POINT (-48.702881999999995 -8.564261),https://www.openstreetmap.org/edit?editor=id#map=18/-8.564261/-48.702882
14381,323694,BR-0215,small_airport,Bernardo Sayão Airstrip,-7.875086,-48.895373,,SA,BR,BR-TO,Bernardo Sayão,no,,,,,,,POINT (-48.895373 -7.875085999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-7.875086/-48.895373
14382,323695,BR-0216,small_airport,Bandeirantes do Tocantins Airstrip,-7.773402,-48.559079,,SA,BR,BR-TO,Bandeirantes do Tocantins,no,,,,,,,POINT (-48.55907899999999 -7.773402),https://www.openstreetmap.org/edit?editor=id#map=18/-7.773402/-48.559079
14383,323696,BR-0217,small_airport,Palmeirante Airstrip,-7.850755,-47.924564,,SA,BR,BR-TO,Palmeirante,no,,,,,,,POINT (-47.924564 -7.850754999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-7.850755/-47.924564
14384,323697,BR-0218,small_airport,Goiatins Airstrip,-7.707254,-47.330409,,SA,BR,BR-TO,Goiatins,no,,,,,,,POINT (-47.330409 -7.707254),https://www.openstreetmap.org/edit?editor=id#map=18/-7.707254/-47.330409
14385,323698,BR-0219,small_airport,Arapoema Airstrip,-7.645339,-49.058384,,SA,BR,BR-TO,Arapoema,no,,,,,,,POINT (-49.05838399999999 -7.645339),https://www.openstreetmap.org/edit?editor=id#map=18/-7.645339/-49.058384
14386,323699,BR-0220,small_airport,Avelino Remor Airstrip,-7.301063,-50.049915,676.0,SA,BR,BR-PA,Rio Maria,no,SD7W,,PA0273,,,SIRM,POINT (-50.049915 -7.301062999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-7.301063/-50.049915
14387,323700,BR-0221,small_airport,Aragominas Airstrip,-7.170034,-48.533374,,SA,BR,BR-TO,Aragominas,no,,,,,,,POINT (-48.533374 -7.170034),https://www.openstreetmap.org/edit?editor=id#map=18/-7.170034/-48.533374
14388,323701,BR-0222,small_airport,Wanderlândia Airstrip,-6.823287,-47.978165,,SA,BR,BR-TO,Wanderlândia,no,,,,,,,POINT (-47.978165 -6.823287),https://www.openstreetmap.org/edit?editor=id#map=18/-6.823287/-47.978165
14389,323702,BR-0223,small_airport,Piraquê Airstrip,-6.782418,-48.289209,,SA,BR,BR-TO,Piraquê,no,,,,,,,POINT (-48.289209 -6.782418),https://www.openstreetmap.org/edit?editor=id#map=18/-6.782418/-48.289209
14390,323703,BR-0224,small_airport,Xambioá Airstrip,-6.418838,-48.550643,,SA,BR,BR-TO,Xambioá,no,,,,,,,POINT (-48.550643 -6.418838),https://www.openstreetmap.org/edit?editor=id#map=18/-6.418838/-48.550643
14391,323704,BR-0225,small_airport,Ananás Airstrip,-6.341518,-48.073813,,SA,BR,BR-TO,Ananás,no,,,,,,,POINT (-48.073813 -6.341518),https://www.openstreetmap.org/edit?editor=id#map=18/-6.341518/-48.073813
14393,323707,BR-0227,small_airport,Fazenda Panambi Airstrip,-15.823305,-46.465488,3025.0,SA,BR,BR-MG,Buritis,no,SNLC,,MG0307,,,,POINT (-46.465488 -15.823304999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-15.823305/-46.465488
14394,323709,BR-0228,small_airport,Fazenda Triunfo Airstrip,-15.68727,-44.476848,,SA,BR,BR-MG,,no,,,,,,,POINT (-44.47684799999999 -15.687270000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-15.687270/-44.476848
14395,323710,BR-0229,small_airport,Jaíba Airstrip,-15.334222,-43.689039,,SA,BR,BR-MG,Jaíba,no,,,,,,,POINT (-43.689038999999994 -15.334222000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-15.334222/-43.689039
14397,323712,BR-0231,small_airport,Cachoeira da Prata Airstrip,-15.361892,-42.371236,,SA,BR,BR-MG,,no,,,,,,,POINT (-42.371236 -15.361892),https://www.openstreetmap.org/edit?editor=id#map=18/-15.361892/-42.371236
14398,323713,BR-0232,small_airport,Vargem Grande do Rio Pardo Airstrip,-15.361532,-42.21974,,SA,BR,BR-MG,Vargem Grande do Rio Pardo,no,,,,,,,POINT (-42.21974 -15.361532),https://www.openstreetmap.org/edit?editor=id#map=18/-15.361532/-42.219740
14399,323714,BR-0233,small_airport,Trajanópolis Airstrip,-15.255545,-48.277789,,SA,BR,BR-GO,Trajanópolis,no,,,,,,,POINT (-48.277789 -15.255544999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-15.255545/-48.277789
14400,323715,BR-0234,small_airport,Jalles Machado Airstrip,-15.083994,-49.294977,,SA,BR,BR-GO,,no,,,,,,,POINT (-49.294977 -15.083994),https://www.openstreetmap.org/edit?editor=id#map=18/-15.083994/-49.294977
14401,323716,BR-0235,small_airport,Juscelândia Airstrip,-15.117624,-49.31236,,SA,BR,BR-GO,Juscelândia,no,,,,,,,POINT (-49.31235999999999 -15.117624),https://www.openstreetmap.org/edit?editor=id#map=18/-15.117624/-49.312360
14402,323717,BR-0236,small_airport,Simplício Mendes Airstrip,-7.823368,-41.958934,,SA,BR,BR-PI,Simplício Mendes,no,,,,,,,POINT (-41.95893399999999 -7.823368),https://www.openstreetmap.org/edit?editor=id#map=18/-7.823368/-41.958934
14403,323718,BR-0237,small_airport,Jaicós Airstrip,-7.342569,-41.141514,,SA,BR,BR-PI,Jaicós,no,,,,,,,POINT (-41.141513999999994 -7.342569000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-7.342569/-41.141514
14404,323719,BR-0238,small_airport,Valença do Piauí Airport,-6.388103,-41.763983,1148.0,SA,BR,BR-PI,Valença do Piauí,no,SDKE,,PI0073,,,,POINT (-41.763983 -6.388103),https://www.openstreetmap.org/edit?editor=id#map=18/-6.388103/-41.763983
14405,323720,BR-0239,small_airport,Canavieira Airstrip,-7.68378,-43.71091,,SA,BR,BR-PI,Canavieira,no,,,,,,,POINT (-43.71091 -7.6837800000000005),https://www.openstreetmap.org/edit?editor=id#map=18/-7.683780/-43.710910
14406,323721,BR-0240,small_airport,Mirador Airstrip,-6.36777,-44.347317,,SA,BR,BR-MA,Mirador,no,,,,,,,POINT (-44.34731699999999 -6.36777),https://www.openstreetmap.org/edit?editor=id#map=18/-6.367770/-44.347317
14407,323722,BR-0241,small_airport,Pedro II Airstrip,-4.431367,-41.434319,,SA,BR,BR-PI,Pedro II,no,,,,,,,POINT (-41.434318999999995 -4.431367000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-4.431367/-41.434319
14409,323724,BR-0243,small_airport,Canindé Airstrip,-4.324935,-39.250419,,SA,BR,BR-CE,Canindé,no,,,,,,,POINT (-39.250419 -4.324935),https://www.openstreetmap.org/edit?editor=id#map=18/-4.324935/-39.250419
14410,323725,BR-0244,small_airport,Solonópole Airstrip,-5.713798,-39.00966,,SA,BR,BR-CE,Solonópole,no,,,,,,,POINT (-39.00966 -5.713798),https://www.openstreetmap.org/edit?editor=id#map=18/-5.713798/-39.009660
14412,323727,BR-0246,small_airport,Jaguaribe Airstrip,-5.854545,-38.573393,,SA,BR,BR-CE,Jaguaribe,no,,,,,,,POINT (-38.573393 -5.854545),https://www.openstreetmap.org/edit?editor=id#map=18/-5.854545/-38.573393
14414,323729,BR-0248,small_airport,Caraúbas Airstrip,-5.777501,-37.552745,,SA,BR,BR-RN,Caraúbas,no,,,,,,,POINT (-37.552745 -5.777501),https://www.openstreetmap.org/edit?editor=id#map=18/-5.777501/-37.552745
14416,323731,BR-0250,small_airport,Fazenda Providência Airport,-10.114436,-61.391242,640.0,SA,BR,BR-MT,Rodolândia,no,,,,,,SDFA,POINT (-61.391242 -10.114436),https://www.openstreetmap.org/edit?editor=id#map=18/-10.114436/-61.391242
14417,323732,BR-0251,small_airport,Fazenda Pertinho do Céu Airport,-16.474263,-53.911738,2152.0,SA,BR,BR-MT,Guiratinga,no,SDFE,,MT0035,,,,POINT (-53.91173799999999 -16.474262999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-16.474263/-53.911738
14421,323746,BR-0255,small_airport,Fazenda Varnier Airport,-12.99317,-57.41081,1167.0,SA,BR,BR-MT,Brasnorte,no,SJVA,,SJVA,,,,POINT (-57.41081 -12.99317),https://www.openstreetmap.org/edit?editor=id#map=18/-12.993170/-57.410810
14423,323817,BR-0257,small_airport,Wai Wai Airstrip,-0.69927,-57.969545,,SA,BR,BR-PA,Oriximiná,no,,,,,,,POINT (-57.969545000000004 -0.6992699999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-0.699270/-57.969545
14424,323818,BR-0258,small_airport,Yanomami Airstrip,1.617119,-63.65329,,SA,BR,BR-AM,,no,,,,,,,POINT (-63.653290000000005 1.617119),https://www.openstreetmap.org/edit?editor=id#map=18/1.617119/-63.653290
14425,323819,BR-0259,small_airport,Japurá Airport,-1.896111,-67.019444,305.0,SA,BR,BR-AM,Japurá,no,SDC8,,AM0102,,,,POINT (-67.019444 -1.8961109999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-1.896111/-67.019444
14426,323820,BR-0260,small_airport,Madiberi Airstrip,-7.279778,-65.192102,,SA,BR,BR-AM,Madiberi,no,,,,,,,POINT (-65.19210199999999 -7.279777999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-7.279778/-65.192102
14428,323822,BR-0262,small_airport,Natal Airstrip,-9.398827,-72.718563,,SA,BR,BR-AC,Natal,no,,,,,,,POINT (-72.71856300000002 -9.398826999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-9.398827/-72.718563
14432,324105,BR-0266,small_airport,Savana Airport,-10.440823,-62.507014,574.0,SA,BR,BR-RO,Jaru,no,SIBN,,RO0011,,,,POINT (-62.507014000000005 -10.440822999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-10.440823/-62.507014
14434,324119,BR-0268,small_airport,Poxoréo Airstrip,-15.806366,-54.422609,,SA,BR,BR-MT,Poxoréo,no,,,,,,,POINT (-54.422608999999994 -15.806365999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-15.806366/-54.422609
14435,324120,BR-0269,small_airport,Fazenda Mutum Airstrip,-20.494047,-53.287484,,SA,BR,BR-MS,Fazenda Mutum,no,,,,,,,POINT (-53.28748399999999 -20.494047000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-20.494047/-53.287484
14436,324121,BR-0270,small_airport,Barra Airstrip,-21.315795,-53.088728,,SA,BR,BR-MS,Barra,no,,,,,,,POINT (-53.088728 -21.315795),https://www.openstreetmap.org/edit?editor=id#map=18/-21.315795/-53.088728
14438,324123,BR-0272,small_airport,Fazenda São João Airstrip,-21.65328,-52.426395,,SA,BR,BR-MS,,no,,,,,,,POINT (-52.42639500000001 -21.65328),https://www.openstreetmap.org/edit?editor=id#map=18/-21.653280/-52.426395
14439,324135,BR-0273,small_airport,Fazenda Porto Real Airstrip,-13.434052,-47.152733,,SA,BR,BR-GO,,no,,,,,,,POINT (-47.15273299999999 -13.434052000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-13.434052/-47.152733
14440,324136,BR-0274,small_airport,New Arraias Airport,-12.967626,-46.857667,,SA,BR,BR-TO,Arraias,no,,,,,,,POINT (-46.85766699999999 -12.967626000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-12.967626/-46.857667
14441,324137,BR-0275,small_airport,Lavandeira Airstrip,-12.808092,-46.501759,,SA,BR,BR-TO,Lavandeira,no,,,,,,,POINT (-46.501759 -12.808091999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-12.808092/-46.501759
14442,324138,BR-0276,small_airport,Almas Airstrip,-11.579887,-47.162158,,SA,BR,BR-TO,Almas,no,,,,,,,POINT (-47.162158 -11.579887),https://www.openstreetmap.org/edit?editor=id#map=18/-11.579887/-47.162158
14444,324140,BR-0278,small_airport,Cotegipe Airstrip,-12.042221,-44.260973,,SA,BR,BR-BA,Cotegipe,no,,,,,,,POINT (-44.260973 -12.042221000000001),https://www.openstreetmap.org/edit?editor=id#map=18/-12.042221/-44.260973
14445,324141,BR-0279,small_airport,Wanderley Airstrip,-12.103822,-43.906958,,SA,BR,BR-BA,Wanderley,no,,,,,,,POINT (-43.906957999999996 -12.103821999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-12.103822/-43.906958
14446,324142,BR-0280,small_airport,Fazenda Paraíso das Corredeiras Airstrip,-13.115192,-44.681977,,SA,BR,BR-BA,,no,,,,,,,POINT (-44.681977 -13.115191999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-13.115192/-44.681977
14447,324143,BR-0281,small_airport,Fazenda Santo Antônio da Serra do Boqueirão Airstrip,-11.660292,-43.817836,1391.0,SA,BR,BR-BA,Wanderley,no,SDQJ,,SDQJ,,,,POINT (-43.81783599999999 -11.660292),https://www.openstreetmap.org/edit?editor=id#map=18/-11.660292/-43.817836
14448,324154,BR-0282,small_airport,Fazenda Miragem Airstrip,-11.819883,-43.804469,,SA,BR,BR-BA,Wanderley,no,,,,,,,POINT (-43.804469 -11.819883),https://www.openstreetmap.org/edit?editor=id#map=18/-11.819883/-43.804469
14449,324156,BR-0283,small_airport,Morpará Airstrip,-11.573253,-43.26358,,SA,BR,BR-BA,Morpará,no,,,,,,,POINT (-43.26357999999999 -11.573253),https://www.openstreetmap.org/edit?editor=id#map=18/-11.573253/-43.263580
14450,324159,BR-0284,small_airport,Fazenda São José Airport,-15.433611,-54.440833,2096.0,SA,BR,BR-MT,Poxoréo,no,SWJO,,SWJO,,,,POINT (-54.44083299999999 -15.433611),https://www.openstreetmap.org/edit?editor=id#map=18/-15.433611/-54.440833
14454,324342,BR-0288,small_airport,Fazenda Modelo Airstrip,-2.265221,-47.594317,223.0,SA,BR,BR-PA,Aurora do Pará,no,SDWM,,,,,,POINT (-47.594317000000004 -2.265221),https://www.openstreetmap.org/edit?editor=id#map=18/-2.265221/-47.594317
14455,324343,BR-0289,small_airport,Mãe do Rio Airstrip,-2.042421,-47.526413,,SA,BR,BR-PA,Mãe do Rio,no,,,,,,,POINT (-47.526413 -2.0424210000000005),https://www.openstreetmap.org/edit?editor=id#map=18/-2.042421/-47.526413
14456,324344,BR-0290,small_airport,Quatros Bocas Airport,-2.424256,-48.241523,,SA,BR,BR-PA,Quatros Bocas,no,,,,,,,POINT (-48.241523 -2.424256),https://www.openstreetmap.org/edit?editor=id#map=18/-2.424256/-48.241523
14457,324357,BR-0291,small_airport,Fazenda XV de Outubro,-19.464338,-40.667485,810.0,SA,BR,BR-ES,Colatina,no,SWZH,,ES0011,,,,POINT (-40.667485 -19.464338),https://www.openstreetmap.org/edit?editor=id#map=18/-19.464338/-40.667485
14460,324869,BR-0294,small_airport,Fazenda Ressaca Airport,-16.18861,-57.705555,420.0,SA,BR,BR-MT,Cáceres,no,SWUR,,SWUR,,,,POINT (-57.70555499999999 -16.18861),https://www.openstreetmap.org/edit?editor=id#map=18/-16.188610/-57.705555
14462,326623,BR-0296,small_airport,Fazenda Nossa Senhora Aparecida Airport,-12.999543,-55.213927,1358.0,SA,BR,BR-MT,Nova Ubiratã,no,SIAP,,MT0077,,,,POINT (-55.213927 -12.999542999999997),https://www.openstreetmap.org/edit?editor=id#map=18/-12.999543/-55.213927
14463,326625,BR-0297,small_airport,Cidade Eclética Airstrip,-15.867516,-48.338193,3662.0,SA,BR,BR-GO,Cidade Eclética,no,,,,,,,POINT (-48.338193 -15.867516000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-15.867516/-48.338193
14465,326633,BR-0299,small_airport,Itapirapuã Airport,-15.814734,-50.607237,1142.0,SA,BR,BR-GO,Itapirapuã,no,,,,,,,POINT (-50.60723699999999 -15.814734),https://www.openstreetmap.org/edit?editor=id#map=18/-15.814734/-50.607237
14467,326635,BR-0301,small_airport,Fazenda Uvá Airport,-15.848721,-50.428838,1293.0,SA,BR,BR-GO,Uvá,no,,,,,,,POINT (-50.42883799999999 -15.848721000000003),https://www.openstreetmap.org/edit?editor=id#map=18/-15.848721/-50.428838
14472,326644,BR-0306,small_airport,Rio Araguaia Northeast airport,-12.140605,-50.677037,675.0,SA,BR,BR-MT,,no,,,,,,,POINT (-50.67703699999999 -12.140604999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-12.140605/-50.677037
14474,326649,BR-0308,small_airport,Novo Santo Antônio Airport,-12.296635,-50.978455,672.0,SA,BR,BR-MT,Novo Santo Antônio,no,,,,,,Santo Antônio,POINT (-50.97845499999999 -12.296635),https://www.openstreetmap.org/edit?editor=id#map=18/-12.296635/-50.978455
14476,331367,BR-0310,small_airport,Fazenda Pirangi Airport,-22.268333,-53.433056,1234.0,SA,BR,BR-MS,Nova Andradina,no,SDKP,,MS0035,,,,POINT (-53.43305599999999 -22.268333000000002),https://www.openstreetmap.org/edit?editor=id#map=18/-22.268333/-53.433056
14477,326662,BR-0311,small_airport,Fazenda América Airstrip,-11.542272,-56.521434,1230.0,SA,BR,BR-MT,Porto dos Gaúchos,no,SWZM,,MT0447,,,,POINT (-56.52143399999999 -11.542271999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-11.542272/-56.521434
14478,326664,BR-0312,small_airport,Base Aeroverde Airport,-17.741666,-50.968612,2822.0,SA,BR,BR-GO,Rio Verde,no,SWZL,,GO0152,,,,POINT (-50.96861199999999 -17.741666),https://www.openstreetmap.org/edit?editor=id#map=18/-17.741666/-50.968612
14479,327023,BR-0313,small_airport,Fazenda Colorado,-9.255833,-44.799444,,SA,BR,BR-PI,Bom Jesus,no,,,,,,,POINT (-44.799443999999994 -9.255833000000003),https://www.openstreetmap.org/edit?editor=id#map=18/-9.255833/-44.799444
14480,540154,BR-0314,small_airport,Fazenda Santa Rita I Airport,-17.901166,-54.657828,676.0,SA,BR,BR-MS,Pedro Gomes,no,SWOY,,MS0390,,,,POINT (-54.657828 -17.901166),https://www.openstreetmap.org/edit?editor=id#map=18/-17.901166/-54.657828
14481,327126,BR-0315,small_airport,Fazenda Ranchinho do Guaporé Airport,-15.698689,-59.925463,689.0,SA,BR,BR-MT,Pontes e Lacerda,no,SSZX,,MT0633,,,SDZI,POINT (-59.925463 -15.698689),https://www.openstreetmap.org/edit?editor=id#map=18/-15.698689/-59.925463
14483,327583,BR-0317,small_airport,Itaquí Southeast Airport,-29.162495,-56.517523,236.0,SA,BR,BR-RS,Itaquí,no,,,,,,,POINT (-56.517523 -29.162495),https://www.openstreetmap.org/edit?editor=id#map=18/-29.162495/-56.517523
14485,327790,BR-0319,small_airport,Doze de Outubro Airport,-5.340555,-57.763889,397.0,SA,BR,BR-AM,Maués,no,,,,,,SSLH,POINT (-57.76388899999999 -5.340555),https://www.openstreetmap.org/edit?editor=id#map=18/-5.340555/-57.763889
14487,328009,BR-0321,small_airport,Celeiro 2 Airport,-9.400432,-45.129098,2110.0,SA,BR,BR-PI,Gilbués,no,SDCX,,PI0013,,,,POINT (-45.12909799999999 -9.400432),https://www.openstreetmap.org/edit?editor=id#map=18/-9.400432/-45.129098
14488,328010,BR-0322,small_airport,Ninho do Bacurau,-13.248888,-43.496667,1447.0,SA,BR,BR-BA,Bom Jesus da Lapa,no,SDDB,,BA0070,,,,POINT (-43.496667 -13.248888),https://www.openstreetmap.org/edit?editor=id#map=18/-13.248888/-43.496667
14493,328364,BR-0327,small_airport,Fazenda Retiro do Bom Fim Airport,-18.681382,-49.987223,1401.0,SA,BR,BR-MG,Ipiaçu,no,SIBJ,,MG0090,,,,POINT (-49.98722299999999 -18.681381999999996),https://www.openstreetmap.org/edit?editor=id#map=18/-18.681382/-49.987223
14496,328735,BR-0330,small_airport,Fazenda Vargem Bonita de Cima Airstrip,-17.307006,-45.92607,1755.0,SA,BR,BR-MG,João Pinheiro,no,,,,,,SWPN,POINT (-45.92607000000001 -17.307005999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-17.307006/-45.926070
14499,328754,BR-0333,small_airport,Fazenda Sagarana Airport,-13.752462,-46.16238,3163.0,SA,BR,BR-BA,Correntina,no,SWYU,,BA0188,,,,POINT (-46.16238 -13.752462),https://www.openstreetmap.org/edit?editor=id#map=18/-13.752462/-46.162380
14500,328756,BR-0334,small_airport,Fazenda Brusque Airport,-9.28425,-51.75188,984.0,SA,BR,BR-PA,São Félix do Xingu,no,SWYQ,,PA0152,,,,POINT (-51.75188000000001 -9.284249999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-9.284250/-51.751880
14501,328758,BR-0335,small_airport,Fazenda Carrapato Airport,-3.511518,-39.643354,453.0,SA,BR,BR-CE,Itapipoca,no,SWYL,,SWYL,,,,POINT (-39.643354 -3.511518),https://www.openstreetmap.org/edit?editor=id#map=18/-3.511518/-39.643354
14505,328807,BR-0339,small_airport,Fazenda Rancho Alegre I Airport,-16.255972,-59.716035,860.0,SA,BR,BR-MT,Vila Bela da Santíssima Trindade,no,SWYC,,SWYC,,,,POINT (-59.716035 -16.255972),https://www.openstreetmap.org/edit?editor=id#map=18/-16.255972/-59.716035
14506,328809,BR-0340,small_airport,Fazenda Vô Zeca Airport,-10.35564,-50.682799,686.0,SA,BR,BR-MT,Santa Terezinha,no,,,,,,SWXY,POINT (-50.682799 -10.355639999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-10.355640/-50.682799
14507,328810,BR-0341,small_airport,Fazenda Santa Terezinha I,-10.361881,-50.610394,722.0,SA,BR,BR-MT,Santa Terezinha,no,SIWT,,MT0147,,,,POINT (-50.61039399999999 -10.361880999999999),https://www.openstreetmap.org/edit?editor=id#map=18/-10.361881/-50.610394
14508,328813,BR-0342,small_airport,Fazenda Chapada Grande Airport,-6.348867,-42.474947,1378.0,SA,BR,BR-PI,Regeneração,no,SJKG,,PI0026,,,,POINT (-42.474947 -6.348867),https://www.openstreetmap.org/edit?editor=id#map=18/-6.348867/-42.474947
14516,328957,BR-0350,small_airport,Fazenda Bela Vista Airport,-22.617232,-53.580533,840.0,SA,BR,BR-MS,Novo Horizonte do Sul,no,SNBE,,MS0200,,,,POINT (-53.580533 -22.617231999999998),https://www.openstreetmap.org/edit?editor=id#map=18/-22.617232/-53.580533
